,SUBS_ID,DATE_CALC,TARIFF_ID,CHARGE,SUPPORT_4G,SUPPORT_3G,LTE_TRAFF_FLAG,SMS_IN_CNT,SMS_OUT_CNT,CALLS_IN_CNT,CALLS_OUT_CNT,LIFE_TIME,DURATION_IN_MIN,DURATION_OUT_MIN,DATA_TRAFFIC_MB,SESSIONS_CNT,RECHARGE,RECHARGE_CNT,Выборка,tariff_changed
59923,1458768,2019-08-01,588.0,250.0,1,1,1.0,143,4,77,63,5412.0,81,56.5,5638.98,3428,250.0,1,1,1
59924,1458768,2019-09-01,588.0,258.0,1,1,1.0,89,4,95,58,5442.0,108,60.55,11773.0,4672,250.0,1,1,1
59970,1459851,2019-07-01,188.0,558.1,0,0,0.0,106,0,60,47,5372.0,225,343.95,0.0,0,600.0,6,1,1
59971,1459851,2019-08-01,588.0,754.6,0,0,0.0,106,4,67,36,5403.0,232,302.2,0.0,0,950.0,8,1,1
59972,1459851,2019-09-01,610.0,798.0,0,0,0.0,71,5,67,45,5433.0,255,217.12,0.0,0,610.0,3,1,1
60048,1461455,2019-07-01,306.0,334.92,0,0,1.0,65,3,20,28,5370.0,33,76.08,0.16,324,0.0,0,1,1
60049,1461455,2019-08-01,524.0,281.52,0,0,1.0,113,0,31,27,5401.0,40,112.23,82.91,5592,300.0,1,1,1
60050,1461455,2019-09-01,524.0,203.0,0,0,1.0,47,6,33,23,5431.0,122,60.22,52.99,3471,500.0,1,1,1
60177,1464730,2019-07-01,548.0,600.0,1,1,1.0,128,11,108,108,5371.0,199,255.72,3801.53,2579,300.0,1,1,1
60178,1464730,2019-08-01,548.0,302.0,1,1,1.0,117,7,108,126,5402.0,229,296.9,10066.59,2746,300.0,1,1,1
60179,1464730,2019-09-01,555.0,190.0,1,1,1.0,104,1,52,74,5432.0,114,214.42,20590.6,1898,200.0,1,1,1
60282,1466612,2019-07-01,300.0,418.0,0,1,0.0,111,21,54,114,5371.0,169,276.8,657.85,1358,550.0,4,1,1
60283,1466612,2019-08-01,588.0,577.56,0,0,1.0,106,7,52,109,5402.0,257,360.45,2681.31,1831,450.0,4,1,1
60284,1466612,2019-09-01,588.0,266.0,0,0,1.0,75,10,48,112,5432.0,154,340.57,9185.14,3595,250.0,1,1,1
60327,1467332,2019-07-01,610.0,226.0,1,1,1.0,130,11,87,68,5378.0,103,62.33,3087.39,1784,200.0,1,1,1
60328,1467332,2019-08-01,610.0,200.0,1,1,1.0,159,18,68,37,5409.0,57,32.97,3955.32,1039,200.0,1,1,1
60329,1467332,2019-09-01,524.0,149.0,1,1,1.0,158,15,69,53,5439.0,129,90.37,440.29,526,150.0,1,1,1
60393,1468942,2019-07-01,560.0,300.0,1,1,1.0,119,1,159,209,5378.0,106,137.37,4406.43,2112,300.0,1,1,1
60394,1468942,2019-08-01,610.0,204.2,1,1,1.0,71,10,205,263,5409.0,192,256.73,3763.79,2477,250.0,1,1,1
60395,1468942,2019-09-01,610.0,195.0,1,1,1.0,122,0,181,152,5439.0,147,154.22,1253.46,3799,195.0,1,1,1
60486,1471092,2019-07-01,588.0,251.0,0,0,1.0,170,7,182,149,5377.0,480,489.8,6847.91,1171,0.0,0,1,1
60487,1471092,2019-08-01,555.0,441.1,1,1,1.0,257,1,211,121,5408.0,485,194.55,5818.85,1757,300.0,1,1,1
60488,1471092,2019-09-01,555.0,343.0,1,1,1.0,131,0,154,111,5438.0,800,436.2,8551.68,2362,220.0,2,1,1
60600,1473703,2019-07-01,135.0,299.99,1,1,1.0,158,1,114,335,5377.0,210,638.83,1525.15,875,300.0,1,1,1
60601,1473703,2019-08-01,555.0,542.8,1,1,1.0,172,7,128,251,5408.0,305,444.32,793.06,527,550.0,2,1,1
60602,1473703,2019-09-01,555.0,215.2,1,1,1.0,123,5,92,191,5438.0,290,370.73,798.53,793,217.0,2,1,1
61068,1482701,2019-07-01,610.0,225.0,1,1,1.0,55,0,108,119,5371.0,430,410.6,17819.84,3576,0.0,0,1,1
61069,1482701,2019-08-01,610.0,253.4,1,1,1.0,44,0,120,150,5402.0,758,703.13,2827.77,3640,200.0,2,1,1
61070,1482701,2019-09-01,588.0,284.2,1,1,1.0,63,0,135,167,5432.0,846,663.13,28047.11,3880,500.0,1,1,1
61077,1482932,2019-07-01,548.0,305.4,1,1,1.0,111,3,13,6,5370.0,31,15.02,6900.77,2322,300.0,1,1,1
61078,1482932,2019-08-01,610.0,196.7,1,1,1.0,78,1,14,5,5401.0,25,2.53,6510.21,2587,100.0,1,1,1
61079,1482932,2019-09-01,610.0,198.7,1,1,1.0,112,2,15,4,5431.0,21,9.75,7275.95,2581,195.0,1,1,1
61167,1484539,2019-07-01,524.0,141.0,1,1,1.0,124,1,41,38,5343.0,63,71.65,1268.2,1102,200.0,1,1,1
61168,1484539,2019-08-01,524.0,143.0,1,1,1.0,89,2,43,33,5374.0,70,66.55,1189.86,947,0.0,0,1,1
61169,1484539,2019-09-01,610.0,289.0,1,1,1.0,94,0,29,30,5404.0,62,54.0,1640.16,854,200.0,1,1,1
61224,1485759,2019-07-01,135.0,300.0,1,1,1.0,100,0,145,256,5371.0,391,848.57,3327.04,4187,0.0,0,1,1
61225,1485759,2019-08-01,610.0,963.19,1,1,1.0,125,2,132,141,5402.0,508,823.6,3456.5,2626,1288.04,7,1,1
61226,1485759,2019-09-01,610.0,620.0,1,1,1.0,80,0,93,152,5432.0,321,702.93,22265.82,4965,620.0,3,1,1
61305,1487472,2019-07-01,135.0,354.73,1,1,1.0,139,2,329,207,5371.0,709,533.08,4764.54,3026,0.0,0,1,1
61306,1487472,2019-08-01,588.0,272.0,1,1,1.0,188,2,323,202,5402.0,624,418.27,4575.18,3079,0.0,0,1,1
61307,1487472,2019-09-01,588.0,500.0,1,1,1.0,304,3,401,304,5432.0,690,634.9,4898.66,2605,500.0,1,1,1
61335,1488146,2019-07-01,300.0,193.5,0,1,0.0,73,0,137,66,5342.0,267,72.8,0.0,0,200.0,1,1,1
61336,1488146,2019-08-01,588.0,512.2,1,1,1.0,99,6,146,79,5373.0,325,130.58,173.59,628,652.0,3,1,1
61337,1488146,2019-09-01,588.0,250.0,1,1,1.0,53,1,108,56,5403.0,298,49.65,451.04,3022,100.0,1,1,1
61395,1490038,2019-07-01,121.0,405.8,1,1,0.0,33,54,48,121,5371.0,93,287.8,0.0,0,487.8,1,1,1
61396,1490038,2019-08-01,588.0,510.8,1,1,1.0,237,21,57,143,5402.0,110,255.15,275.93,451,100.0,1,1,1
61397,1490038,2019-09-01,588.0,250.0,1,1,1.0,66,8,57,68,5432.0,75,133.75,151.06,587,500.0,2,1,1
61581,1493699,2019-07-01,188.0,102.52,0,0,0.0,59,0,21,34,5368.0,69,158.02,0.0,4,100.0,1,1,1
61582,1493699,2019-08-01,188.0,172.52,0,0,0.0,71,0,45,47,5399.0,129,151.9,0.07,36,200.0,2,1,1
61583,1493699,2019-09-01,300.0,79.9,0,0,0.0,43,0,28,35,5429.0,35,112.82,0.0,0,0.0,0,1,1
61962,1501891,2019-07-01,300.0,0.0,1,1,0.0,5,0,9,0,5370.0,57,0.0,0.0,0,0.0,0,1,1
61963,1501891,2019-08-01,300.0,238.8,1,1,0.0,1,0,3,19,5401.0,2,41.62,0.0,0,0.0,0,1,1
61964,1501891,2019-09-01,555.0,233.2,1,1,0.0,16,0,10,25,5431.0,86,141.72,298.29,176,200.0,2,1,1
61977,1502041,2019-07-01,135.0,551.69,1,1,1.0,148,58,209,204,5341.0,349,451.97,5684.54,874,500.0,2,1,1
61978,1502041,2019-08-01,135.0,410.5,1,1,1.0,160,77,241,272,5372.0,368,502.9,2046.92,673,400.0,3,1,1
61979,1502041,2019-09-01,588.0,278.5,1,1,1.0,157,79,226,230,5402.0,338,347.83,3930.12,1002,300.0,1,1,1
61992,1502269,2019-07-01,300.0,15.6,1,1,0.0,62,0,79,12,5366.0,111,19.05,44.19,27,0.0,0,1,1
61993,1502269,2019-08-01,306.0,19.5,1,1,0.0,36,0,56,16,5397.0,137,37.58,13.5,15,0.0,0,1,1
61994,1502269,2019-09-01,306.0,6.29,1,1,0.0,58,1,79,5,5427.0,134,5.47,0.0,0,0.0,0,1,1
62082,1503545,2019-07-01,560.0,345.04,1,1,1.0,127,4,83,52,5340.0,130,108.2,5707.74,1382,345.0,5,1,1
62083,1503545,2019-08-01,560.0,848.1,1,1,1.0,161,7,94,50,5371.0,154,172.5,24273.41,2236,849.0,5,1,1
62084,1503545,2019-09-01,555.0,309.0,1,1,1.0,172,11,158,67,5401.0,192,85.25,21351.25,1704,400.0,2,1,1
62118,1504555,2019-07-01,135.0,39.6,1,1,1.0,80,0,83,86,5376.0,178,169.12,627.69,2882,351.8,2,1,1
62119,1504555,2019-08-01,135.0,50.4,1,1,1.0,101,7,114,133,5407.0,167,254.83,605.95,1881,0.0,0,1,1
62120,1504555,2019-09-01,588.0,514.6,1,1,1.0,102,10,110,79,5437.0,257,225.4,448.93,1644,270.0,1,1,1
62157,1505362,2019-07-01,121.0,501.3,0,0,0.0,117,0,179,132,5376.0,175,89.88,0.0,0,442.0,3,1,1
62158,1505362,2019-08-01,121.0,306.2,0,0,0.0,117,2,293,220,5407.0,331,146.23,0.0,0,396.34,5,1,1
62159,1505362,2019-09-01,588.0,486.1,0,0,1.0,219,4,174,261,5437.0,196,300.08,1575.32,1109,1045.12,3,1,1
62268,1507525,2019-07-01,135.0,814.59,1,1,1.0,218,11,149,168,5340.0,262,297.33,6437.98,2063,610.0,2,1,1
62269,1507525,2019-08-01,588.0,907.8,1,1,1.0,222,12,114,154,5371.0,201,406.82,1430.49,1736,900.0,4,1,1
62270,1507525,2019-09-01,588.0,288.0,1,1,1.0,203,19,122,178,5401.0,263,423.88,2632.47,1114,295.0,3,1,1
62409,1510430,2019-07-01,260.0,258.51,0,1,0.0,46,1,26,31,5340.0,95,51.68,13.48,117,300.0,3,1,1
62410,1510430,2019-08-01,610.0,1042.87,0,1,1.0,138,1,48,56,5371.0,86,90.75,1949.82,1704,1030.0,11,1,1
62411,1510430,2019-09-01,610.0,227.4,0,1,1.0,55,1,29,43,5401.0,50,74.45,1525.54,1178,220.0,2,1,1
62562,1513675,2019-07-01,548.0,85.8,0,0,0.0,7,0,2,28,5340.0,1,44.27,0.0,0,0.0,0,1,1
62563,1513675,2019-08-01,121.0,143.2,0,0,0.0,26,1,3,58,5371.0,3,158.22,0.0,1,0.0,0,1,1
62564,1513675,2019-09-01,121.0,93.4,0,0,0.0,7,0,17,38,5401.0,66,94.52,0.0,0,150.0,2,1,1
62697,1516524,2019-07-01,135.0,303.59,1,1,1.0,113,31,82,107,5370.0,258,579.75,1831.08,1018,552.21,2,1,1
62698,1516524,2019-08-01,135.0,832.8,1,1,1.0,140,38,100,111,5401.0,184,340.65,284.97,583,600.2,2,1,1
62699,1516524,2019-09-01,588.0,1001.4,1,1,1.0,114,24,118,120,5431.0,235,294.23,293.39,1600,1050.0,5,1,1
62706,1516618,2019-07-01,300.0,278.4,0,1,0.0,116,2,35,59,5386.0,47,127.4,0.0,1,200.0,2,1,1
62707,1516618,2019-08-01,300.0,339.8,0,1,0.0,104,0,40,90,5417.0,58,187.33,0.0,2,300.0,3,1,1
62708,1516618,2019-09-01,588.0,512.8,1,1,1.0,204,11,81,111,5447.0,117,160.17,671.93,2438,500.0,4,1,1
62865,1519907,2019-07-01,135.0,299.99,1,1,1.0,247,5,197,191,5340.0,533,479.67,3666.68,1396,300.0,1,1,1
62866,1519907,2019-08-01,588.0,278.2,1,1,1.0,351,12,195,197,5371.0,731,457.3,4979.82,1206,264.63,1,1,1
62867,1519907,2019-09-01,588.0,250.0,1,1,1.0,224,4,135,119,5401.0,527,347.32,6839.57,1223,250.0,1,1,1
62904,1520558,2019-07-01,588.0,255.0,1,1,1.0,94,5,72,26,5340.0,376,52.32,140.1,1101,300.0,1,1,1
62905,1520558,2019-08-01,610.0,195.0,1,1,1.0,143,2,114,57,5371.0,609,91.17,240.76,1472,70.0,1,1,1
62906,1520558,2019-09-01,610.0,200.6,1,1,1.0,166,7,133,41,5401.0,600,82.03,231.03,1151,200.0,1,1,1
62919,1520704,2019-07-01,300.0,134.7,1,1,0.0,181,0,128,294,5370.0,297,1182.55,0.0,0,235.0,4,1,1
62920,1520704,2019-08-01,300.0,143.4,1,1,0.0,158,0,109,294,5401.0,304,1020.32,0.0,0,0.0,0,1,1
62921,1520704,2019-09-01,121.0,114.0,1,1,0.0,106,0,92,160,5431.0,328,589.97,0.0,0,150.0,1,1,1
62943,1521220,2019-07-01,135.0,304.99,1,1,1.0,163,0,29,38,5370.0,158,375.7,3424.45,2425,300.0,1,1,1
62944,1521220,2019-08-01,588.0,603.0,1,1,1.0,152,5,25,33,5401.0,133,422.32,2076.3,1764,890.0,3,1,1
62945,1521220,2019-09-01,588.0,320.0,1,1,1.0,163,0,37,56,5431.0,129,617.33,4070.57,2578,0.0,0,1,1
63354,1529137,2019-07-01,524.0,139.0,1,1,1.0,185,1,87,23,5340.0,92,19.83,1014.51,838,139.0,1,1,1
63355,1529137,2019-08-01,524.0,199.0,1,1,1.0,211,5,103,71,5371.0,96,76.67,20.9,62,139.0,1,1,1
63356,1529137,2019-09-01,588.0,250.0,1,1,1.0,206,8,100,41,5401.0,111,47.1,3643.0,2525,235.0,1,1,1
63402,1530396,2019-07-01,306.0,25.98,1,1,0.0,30,0,52,16,5386.0,64,55.13,0.0,0,0.0,0,1,1
63403,1530396,2019-08-01,306.0,265.14,1,1,0.0,58,0,60,20,5417.0,56,66.67,9.2,285,400.0,3,1,1
63404,1530396,2019-09-01,588.0,264.04,1,1,1.0,82,2,49,19,5447.0,74,47.75,860.22,964,360.0,2,1,1
63411,1530594,2019-07-01,588.0,258.0,1,1,1.0,274,1,99,134,5340.0,83,110.38,2626.89,2646,260.0,2,1,1
63412,1530594,2019-08-01,524.0,144.8,1,1,1.0,331,0,117,178,5371.0,151,236.95,358.07,2103,460.0,2,1,1
63413,1530594,2019-09-01,524.0,164.95,1,1,1.0,326,0,124,179,5401.0,138,211.47,846.98,2169,150.0,1,1,1
63420,1530722,2019-07-01,300.0,7.2,0,1,0.0,89,3,51,1,5340.0,171,0.82,0.0,0,0.0,0,1,1
63421,1530722,2019-08-01,300.0,9.0,0,1,0.0,71,1,32,2,5371.0,139,3.3,0.0,0,0.0,0,1,1
63422,1530722,2019-09-01,610.0,354.6,0,1,0.0,157,9,161,80,5401.0,873,264.9,0.0,0,0.0,0,1,1
63492,1532297,2019-07-01,130.0,102.99,1,1,0.0,65,1,60,93,5369.0,192,455.87,90.3,223,100.0,1,1,1
63493,1532297,2019-08-01,555.0,293.59,1,1,1.0,58,4,74,92,5400.0,291,516.52,208.77,362,1150.0,1,1,1
63494,1532297,2019-09-01,555.0,249.0,1,1,1.0,59,0,33,34,5430.0,65,164.7,412.36,717,0.0,0,1,1
63639,1535679,2019-07-01,135.0,484.76,1,1,1.0,284,44,211,147,5354.0,730,355.8,2712.94,4777,760.0,4,1,1
63640,1535679,2019-08-01,588.0,332.04,1,1,1.0,305,16,162,131,5385.0,307,292.38,2041.91,3527,100.0,1,1,1
63641,1535679,2019-09-01,588.0,272.0,1,1,1.0,326,23,114,140,5415.0,250,246.68,2401.51,3645,250.0,1,1,1
63675,1537498,2019-07-01,548.0,305.4,0,1,0.0,248,52,45,74,5386.0,90,215.72,111.05,1611,325.0,1,1,1
63676,1537498,2019-08-01,588.0,613.6,0,0,1.0,241,39,89,115,5417.0,220,191.57,19.69,617,670.0,3,1,1
63677,1537498,2019-09-01,588.0,299.0,0,0,1.0,225,55,155,192,5447.0,335,370.95,1978.56,801,250.0,1,1,1
64008,1547759,2019-07-01,135.0,743.39,1,1,1.0,163,5,51,30,5375.0,123,63.57,1990.78,1050,1300.0,2,1,1
64009,1547759,2019-08-01,135.0,350.0,1,1,1.0,120,8,76,56,5406.0,177,106.17,3859.21,1310,0.0,0,1,1
64010,1547759,2019-09-01,588.0,250.0,1,1,1.0,91,3,92,46,5436.0,149,71.57,3382.97,1413,0.0,0,1,1
64023,1548215,2019-07-01,135.0,302.0,1,1,0.0,98,6,103,144,5386.0,173,452.32,0.0,0,0.0,0,1,1
64024,1548215,2019-08-01,588.0,272.0,1,1,1.0,93,0,124,114,5417.0,272,231.57,898.23,1133,749.94,2,1,1
64025,1548215,2019-09-01,588.0,250.0,1,1,1.0,57,16,167,188,5447.0,216,303.4,1059.59,2398,0.0,0,1,1
64077,1549707,2019-07-01,135.0,629.98,1,1,1.0,174,22,152,238,5386.0,675,813.28,7927.45,3148,650.0,2,1,1
64078,1549707,2019-08-01,135.0,372.6,1,1,1.0,149,10,150,236,5417.0,557,1066.87,11656.63,4331,750.0,3,1,1
64079,1549707,2019-09-01,589.0,360.5,1,1,1.0,102,6,155,183,5447.0,530,418.02,12311.94,3592,300.0,1,1,1
64104,1550437,2019-07-01,135.0,513.2,1,1,0.0,136,8,96,88,5368.0,270,206.38,0.0,0,350.0,1,1,1
64105,1550437,2019-08-01,610.0,188.0,1,1,0.0,192,0,62,50,5399.0,115,131.05,0.0,0,350.0,1,1,1
64106,1550437,2019-09-01,610.0,170.0,1,1,0.0,146,7,128,83,5429.0,308,174.12,0.0,0,0.0,0,1,1
64113,1550501,2019-07-01,300.0,178.5,1,1,0.0,41,7,46,63,5368.0,251,101.15,0.0,0,50.0,1,1,1
64114,1550501,2019-08-01,300.0,153.0,1,1,0.0,44,6,66,48,5399.0,429,109.85,0.0,0,150.0,1,1,1
64115,1550501,2019-09-01,588.0,397.6,1,1,0.0,72,25,135,76,5429.0,918,259.83,0.0,0,286.0,1,1,1
64140,1551240,2019-07-01,588.0,250.0,1,1,1.0,384,8,133,124,5368.0,479,278.03,20603.74,4446,250.0,1,1,1
64141,1551240,2019-08-01,588.0,250.0,1,1,1.0,316,11,111,124,5399.0,288,285.15,31209.75,3593,300.0,2,1,1
64142,1551240,2019-09-01,555.0,463.6,1,1,1.0,361,32,91,115,5429.0,233,342.95,36190.36,3343,520.0,5,1,1
64188,1552565,2019-07-01,121.0,288.9,1,1,0.0,140,4,13,4,5375.0,30,37.48,0.0,0,0.0,0,1,1
64189,1552565,2019-08-01,121.0,0.0,1,1,0.0,159,0,13,0,5406.0,30,0.0,0.0,0,0.0,0,1,1
64190,1552565,2019-09-01,306.0,123.24,1,1,0.0,81,2,13,13,5436.0,18,31.62,0.0,0,200.0,1,1,1
64254,1554026,2019-07-01,548.0,361.2,1,1,1.0,126,8,198,227,5367.0,395,612.77,5512.36,2341,400.0,1,1,1
64255,1554026,2019-08-01,548.0,521.4,1,0,1.0,297,17,188,248,5398.0,428,896.38,5378.26,3580,600.0,3,1,1
64256,1554026,2019-09-01,555.0,737.0,1,0,1.0,263,30,249,224,5428.0,561,566.23,383.33,3531,700.0,6,1,1
64299,1555635,2019-07-01,588.0,254.0,1,1,1.0,307,5,95,122,5375.0,127,212.42,4369.09,1760,300.0,1,1,1
64300,1555635,2019-08-01,588.0,500.0,1,1,1.0,280,8,198,336,5406.0,334,607.7,4648.65,1905,450.0,2,1,1
64301,1555635,2019-09-01,610.0,494.6,1,1,1.0,302,10,340,440,5436.0,671,648.42,7071.69,4550,500.0,1,1,1
64305,1555817,2019-07-01,300.0,67.2,1,1,0.0,287,1,77,41,5367.0,59,28.57,1.32,7,20.0,1,1,1
64306,1555817,2019-08-01,121.0,84.0,1,1,0.0,314,2,118,67,5398.0,81,41.03,0.0,0,95.0,2,1,1
64307,1555817,2019-09-01,121.0,154.45,1,1,0.0,324,2,172,93,5428.0,165,77.78,17.31,39,200.0,3,1,1
64578,1561734,2019-07-01,125.0,531.99,1,1,1.0,212,0,79,176,5364.0,143,440.33,2188.7,1841,550.0,2,1,1
64579,1561734,2019-08-01,559.0,220.0,1,1,1.0,279,13,121,179,5395.0,263,483.57,7713.13,1779,220.0,2,1,1
64580,1561734,2019-09-01,559.0,561.25,1,1,1.0,256,35,68,238,5425.0,175,954.57,12992.65,1261,600.0,6,1,1
64710,1564991,2019-07-01,130.0,577.29,1,1,1.0,225,29,204,233,5386.0,653,637.77,2360.99,3634,600.0,6,1,1
64711,1564991,2019-08-01,555.0,543.61,1,1,1.0,230,22,86,172,5417.0,147,405.2,541.23,2159,500.0,4,1,1
64712,1564991,2019-09-01,555.0,498.8,1,1,1.0,190,19,112,205,5447.0,241,697.43,504.12,2748,600.0,6,1,1
64824,1567165,2019-07-01,300.0,148.7,1,1,0.0,97,0,249,246,5374.0,931,1074.17,0.0,0,100.0,1,1,1
64825,1567165,2019-08-01,588.0,407.9,1,1,0.0,142,1,249,274,5405.0,854,1185.72,528.4,778,350.0,2,1,1
64826,1567165,2019-09-01,588.0,284.0,1,1,0.0,112,2,256,273,5435.0,994,1508.17,389.5,1044,300.0,3,1,1
64827,1567206,2019-07-01,548.0,424.8,1,1,1.0,138,6,101,133,5363.0,318,362.72,1468.57,1624,655.4,3,1,1
64828,1567206,2019-08-01,610.0,454.58,1,1,1.0,170,1,115,153,5394.0,337,376.28,3493.94,2894,222.0,1,1,1
64829,1567206,2019-09-01,610.0,226.0,1,1,1.0,100,3,107,111,5424.0,299,282.95,2495.66,2589,227.98,3,1,1
64884,1568183,2019-07-01,300.0,96.8,1,1,0.0,48,2,160,146,5386.0,175,162.03,0.0,0,50.0,1,1,1
64885,1568183,2019-08-01,300.0,157.6,1,1,0.0,53,3,145,170,5417.0,151,186.78,0.0,0,200.0,2,1,1
64886,1568183,2019-09-01,523.0,191.0,1,1,0.0,51,0,107,68,5447.0,85,67.25,0.0,0,120.0,2,1,1
64962,1569495,2019-07-01,588.0,250.0,1,1,1.0,47,7,83,91,5336.0,439,525.33,1240.29,681,250.0,1,1,1
64963,1569495,2019-08-01,610.0,150.0,1,1,1.0,98,5,91,80,5367.0,583,465.78,956.8,417,170.0,1,1,1
64964,1569495,2019-09-01,610.0,150.0,1,1,1.0,32,0,86,62,5397.0,683,306.17,228.72,279,115.0,1,1,1
65058,1571673,2019-07-01,121.0,270.2,1,1,0.0,120,0,169,173,5342.0,150,218.45,0.0,0,271.0,3,1,1
65059,1571673,2019-08-01,121.0,307.6,1,1,0.0,134,2,299,184,5373.0,446,207.77,0.0,0,336.56,3,1,1
65060,1571673,2019-09-01,588.0,767.1,1,1,0.0,211,63,599,314,5403.0,949,452.52,1495.43,855,724.0,3,1,1
65064,1571931,2019-07-01,524.0,139.0,1,1,1.0,164,24,89,44,5336.0,527,110.38,594.18,1391,139.0,1,1,1
65065,1571931,2019-08-01,524.0,139.0,1,1,1.0,162,14,72,26,5367.0,437,102.65,848.76,1550,139.0,1,1,1
65066,1571931,2019-09-01,610.0,195.0,1,1,1.0,182,7,88,42,5397.0,676,218.8,8194.42,1641,235.0,2,1,1
65154,1573757,2019-07-01,300.0,17.6,1,1,0.0,166,4,35,6,5342.0,60,8.8,0.0,0,100.0,1,1,1
65155,1573757,2019-08-01,555.0,224.1,1,1,1.0,211,7,57,37,5373.0,95,113.22,2223.04,1991,150.0,1,1,1
65156,1573757,2019-09-01,555.0,195.6,1,1,1.0,138,6,25,23,5403.0,40,81.95,1857.09,1677,200.0,1,1,1
65202,1574874,2019-07-01,588.0,250.0,0,1,0.0,37,0,19,41,5342.0,49,162.55,945.18,1044,250.0,1,1,1
65203,1574874,2019-08-01,523.0,62.72,0,1,0.0,53,0,19,26,5373.0,15,67.87,352.61,1139,120.0,2,1,1
65204,1574874,2019-09-01,523.0,60.6,0,1,0.0,27,0,112,15,5403.0,173,17.1,0.0,0,0.0,0,1,1
65319,1577779,2019-07-01,372.0,157.04,1,1,1.0,11,0,2,0,5374.0,3,0.0,3313.58,852,150.0,1,1,1
65320,1577779,2019-08-01,555.0,190.0,1,1,1.0,13,0,5,0,5405.0,15,0.0,2214.11,809,215.0,1,1,1
65321,1577779,2019-09-01,555.0,190.0,1,1,1.0,24,0,3,0,5435.0,9,0.0,1508.18,875,200.0,1,1,1
65439,1580165,2019-07-01,121.0,120.8,0,0,0.0,134,13,113,196,5386.0,553,755.75,0.0,1,150.0,3,1,1
65440,1580165,2019-08-01,524.0,239.0,0,0,0.0,168,27,123,140,5417.0,565,483.48,0.0,1,150.0,2,1,1
65441,1580165,2019-09-01,524.0,165.0,0,0,0.0,152,16,141,251,5447.0,508,903.53,0.0,1,320.0,3,1,1
65457,1580356,2019-07-01,121.0,11.2,1,1,0.0,52,1,36,5,5374.0,44,7.35,0.0,0,0.0,0,1,1
65458,1580356,2019-08-01,555.0,198.4,1,1,1.0,89,2,40,7,5405.0,38,11.15,5317.12,6924,200.0,1,1,1
65459,1580356,2019-09-01,555.0,204.6,1,1,1.0,60,2,49,11,5435.0,45,9.27,7906.55,14995,333.0,1,1,1
65655,1585791,2019-07-01,124.0,280.49,1,1,1.0,142,1,82,106,5383.0,350,636.6,2613.06,1130,700.0,1,1,1
65656,1585791,2019-08-01,124.0,1069.98,1,1,1.0,99,2,117,182,5414.0,524,1360.4,1913.27,1360,350.0,2,1,1
65657,1585791,2019-09-01,610.0,365.0,1,1,1.0,128,2,65,160,5444.0,258,570.83,2074.16,1272,630.0,4,1,1
65805,1589210,2019-07-01,135.0,312.5,1,1,1.0,124,5,99,86,5336.0,133,206.82,1834.84,28751,0.0,0,1,1
65806,1589210,2019-08-01,588.0,275.0,1,1,1.0,114,2,101,78,5367.0,169,168.3,2090.29,27986,750.0,2,1,1
65807,1589210,2019-09-01,588.0,250.48,1,1,1.0,57,4,60,73,5397.0,120,141.17,1721.25,16974,0.0,0,1,1
65838,1590178,2019-07-01,300.0,59.0,1,1,0.0,43,1,19,5,5383.0,11,2.67,0.0,0,0.0,0,1,1
65839,1590178,2019-08-01,524.0,242.6,1,1,1.0,80,7,28,61,5414.0,58,84.68,117.58,200,250.0,2,1,1
65840,1590178,2019-09-01,524.0,151.2,1,1,1.0,101,0,56,84,5444.0,40,68.92,434.33,862,139.0,1,1,1
65859,1590480,2019-07-01,260.0,427.5,0,1,0.0,40,0,176,140,5372.0,251,230.75,0.0,0,376.0,4,1,1
65860,1590480,2019-08-01,610.0,179.52,1,1,1.0,117,5,240,209,5403.0,371,318.73,612.09,6088,400.0,4,1,1
65861,1590480,2019-09-01,610.0,151.8,1,1,1.0,112,0,320,247,5433.0,431,333.68,31.41,1327,100.0,1,1,1
65910,1592001,2019-07-01,135.0,336.79,1,1,1.0,257,34,236,210,5383.0,722,365.72,1296.04,1236,300.0,1,1,1
65911,1592001,2019-08-01,135.0,666.2,1,1,1.0,401,51,248,319,5414.0,407,537.27,246.47,881,900.0,3,1,1
65912,1592001,2019-09-01,588.0,1447.8,1,1,1.0,222,37,224,249,5444.0,530,422.42,1.88,55,1250.0,4,1,1
65991,1593670,2019-07-01,306.0,270.07,1,1,1.0,152,18,171,51,5354.0,194,37.85,10009.53,2466,300.0,2,1,1
65992,1593670,2019-08-01,306.0,313.64,1,1,1.0,149,5,125,36,5385.0,138,21.3,19472.88,3161,180.0,1,1,1
65993,1593670,2019-09-01,610.0,1121.41,1,1,1.0,245,18,169,544,5415.0,156,641.73,14432.19,3268,1140.0,5,1,1
65994,1593768,2019-07-01,524.0,139.0,1,1,1.0,65,0,26,10,5383.0,245,49.08,1188.3,1469,0.0,0,1,1
65995,1593768,2019-08-01,588.0,250.0,1,1,1.0,62,0,41,18,5414.0,156,74.82,274.43,834,250.0,1,1,1
65996,1593768,2019-09-01,588.0,250.0,1,1,1.0,62,0,47,21,5444.0,409,122.97,39.75,637,250.0,1,1,1
66024,1594485,2019-07-01,524.0,152.6,0,1,1.0,164,4,268,154,5336.0,342,171.58,1195.91,335,190.0,2,1,1
66025,1594485,2019-08-01,588.0,414.8,0,0,1.0,107,6,256,155,5367.0,349,157.82,2290.37,1412,459.22,3,1,1
